id-col,tweet_id,screen_name,tweet,polaridade,words,filtered,tf,features,label,rawPrediction,probability,prediction
1061,677156546808279040,valor_ri,Weg publica aviso aos acionistas referente à juros sobre capital próprio. https://t.co/HrOL7ns57o,0,"['weg', 'publica', 'aviso', 'aos', 'acionistas', 'referente', 'à', 'juros', 'sobre', 'capital', 'próprio.', 'https://t.co/hrol7ns57o']","['weg', 'publica', 'aviso', 'aos', 'acionistas', 'referente', 'à', 'juros', 'sobre', 'capital', 'próprio.', 'https://t.co/hrol7ns57o']","(65536,[2460,4248,5034,10874,15039,30535,40729,48465,51275,54974,56168,64780],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(65536,[2460,4248,5034,10874,15039,30535,40729,48465,51275,54974,56168,64780],[4.531195984150935,3.589152756174366,3.6593570148476147,4.370853334075757,4.57564774672177,2.3388140312905046,3.5078071167204135,4.140329675463924,0.0,3.623638932245535,1.3210538392514897,3.977810745966149])",0.0,"[-261.7336771371391,-371.5717075088038,-404.3910069328221,-446.17115972079495,-446.5707227561813,-446.55408965916195,-446.5926972773277,-441.29942247467926,-446.55558572554446,-446.57193318560803,-441.04009091941236,-446.55840213596156,-446.5601685345306,-446.584952168018,-446.55408965916195,-446.5583528405355]","[1.0,1.9858640161388116e-48,1.1084315188453168e-62,7.939973588450433e-81,5.324649636538041e-81,5.413955709886361e-81,5.2089192276118295e-81,1.0365438066306388e-78,5.405862128529463e-81,5.318208423034472e-81,1.3434265423690772e-78,5.3906584221057195e-81,5.381144775702146e-81,5.249419513529559e-81,5.413955709886361e-81,5.390924163459126e-81]",0.0
1062,677843379275845632,valor_ri,"Grupo Fleury publica ata de reunião do conselho de administração realizada dia 02 de Setembro, às 08h30. https://t.co/9K0kCBGtnt",0,"['grupo', 'fleury', 'publica', 'ata', 'de', 'reunião', 'do', 'conselho', 'de', 'administração', 'realizada', 'dia', '02', 'de', 'setembro,', 'às', '08h30.', 'https://t.co/9k0kcbgtnt']","['grupo', 'fleury', 'publica', 'ata', 'de', 'reunião', 'conselho', 'de', 'administração', 'realizada', 'dia', '02', 'de', 'setembro,', 'às', '08h30.', 'https://t.co/9k0kcbgtnt']","(65536,[3628,8462,14039,17839,18127,18454,27142,34240,36449,40049,47558,47969,51852,52663,56168],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0])","(65536,[3628,8462,14039,17839,18127,18454,27142,34240,36449,40049,47558,47969,51852,52663,56168],[0.0,1.6903392907821515,4.6709579265260945,4.299394370093611,5.027632870464827,1.9236870122706031,5.181783550292085,2.2071046859359265,1.325810382936343,1.7586072619111544,2.014201019811435,4.26549281841793,1.9463784234726738,2.03547841825872,1.3210538392514897])",0.0,"[-253.98424816003612,-391.955971008083,-416.49476655982073,-446.5289606029312,-446.08884324309537,-446.91187219922483,-446.1108356499858,-446.93932120823024,-446.9133694833023,-446.44450061141185,-446.94635236353304,-446.91618818608305,-446.9179560223786,-446.45753019037517,-446.91187219922483,-446.9161388505339]","[1.0,1.2012740856565228e-60,2.645931567651174e-71,2.3927309454372855e-84,3.715646653029692e-84,1.6315390508438465e-84,3.6348226547288972e-84,1.5873639753675503e-84,1.6290980013295912e-84,2.6036006701875677e-84,1.576242118306169e-84,1.6245125238481813e-84,1.621643188650717e-84,2.569896899459999e-84,1.6315390508438465e-84,1.6245926720426847e-84]",0.0
1063,677888767496232963,valor_ri,"Klabin publica ata da reunião do conselho de administração realizada dia 18 de Novembro, às 14h00. https://t.co/Rwf749wST8",0,"['klabin', 'publica', 'ata', 'da', 'reunião', 'do', 'conselho', 'de', 'administração', 'realizada', 'dia', '18', 'de', 'novembro,', 'às', '14h00.', 'https://t.co/rwf749wst8']","['klabin', 'publica', 'ata', 'da', 'reunião', 'conselho', 'de', 'administração', 'realizada', 'dia', '18', 'de', 'novembro,', 'às', '14h00.', 'https://t.co/rwf749wst8']","(65536,[7063,8462,13585,18454,34240,36449,40049,41052,41590,46257,47558,51852,52663,54125,56168],[1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(65536,[7063,8462,13585,18454,34240,36449,40049,41052,41590,46257,47558,51852,52663,54125,56168],[0.0,1.6903392907821515,3.9531181333757774,1.9236870122706031,2.2071046859359265,0.8838735886242287,1.7586072619111544,3.696398286527964,4.200954297280359,1.0492872221056082,2.014201019811435,1.9463784234726738,2.03547841825872,4.894101477840304,1.3210538392514897])",0.0,"[-201.9538257106289,-342.2242377146488,-352.65233197563543,-378.94820518311525,-378.78888703484546,-379.33458119560936,-378.8075012161476,-378.1711306514254,-379.3358484837882,-379.0262096680764,-378.17708175992493,-379.33823420922795,-379.3397304904436,-378.2843825645233,-379.33458119560936,-379.33819245204967]","[1.0,1.2059633023545254e-61,3.568373438866877e-66,1.3561810360998898e-77,1.5904083963875443e-77,9.215453181191116e-78,1.561078073009467e-77,2.949829050663532e-77,9.203781943284896e-78,1.2544135883365602e-77,2.932326429582138e-77,9.181850418261747e-78,9.168122061258394e-78,2.6339781466514324e-77,9.215453181191116e-78,9.18223383443174e-78]",0.0
1064,677926676676935681,valor_ri,Ecorodovias publica fato relevante sobre acordo de investimentos. https://t.co/kFUNdbZcCx,0,"['ecorodovias', 'publica', 'fato', 'relevante', 'sobre', 'acordo', 'de', 'investimentos.', 'https://t.co/kfundbzccx']","['ecorodovias', 'publica', 'fato', 'relevante', 'sobre', 'acordo', 'de', 'investimentos.', 'https://t.co/kfundbzccx']","(65536,[25077,30535,30687,36449,40778,43770,56168,62578,62644],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(65536,[25077,30535,30687,36449,40778,43770,56168,62578,62644],[4.003128553950439,2.3388140312905046,3.8825005661618244,0.44193679431211436,0.0,2.887566706968556,1.3210538392514897,2.887566706968556,0.0])",0.0,"[-110.43280986628176,-164.9322131511109,-164.59382049058198,-203.57834886398217,-203.7012771174045,-203.97371492353201,-203.7111249134784,-203.986006085862,-203.9743853798551,-203.81996821786598,-203.9891545081302,-203.97564754321522,-203.97643914785485,-203.82580262413174,-203.97371492353201,-203.975625451662]","[1.0,2.1439264702497224e-24,3.007266743406682e-24,3.527007631736306e-41,3.119028457909148e-41,2.375205014143234e-41,3.0884636467326155e-41,2.346189665213912e-41,2.3736130766447737e-41,2.7699533008872193e-41,2.338814485608567e-41,2.370619079042859e-41,2.3687432285450273e-41,2.7538393214542987e-41,2.375205014143234e-41,2.3706714502788523e-41]",0.0
1065,678998738233356288,valor_ri,Ecorodovias publica fato relevante sobre aprovação da alteração das políticas de uso de informações e divulgação de ato ou fato relevante...,0,"['ecorodovias', 'publica', 'fato', 'relevante', 'sobre', 'aprovação', 'da', 'alteração', 'das', 'políticas', 'de', 'uso', 'de', 'informações', 'e', 'divulgação', 'de', 'ato', 'ou', 'fato', 'relevante...']","['ecorodovias', 'publica', 'fato', 'relevante', 'sobre', 'aprovação', 'da', 'alteração', 'das', 'políticas', 'de', 'uso', 'de', 'informações', 'e', 'divulgação', 'de', 'ato', 'ou', 'fato', 'relevante...']","(65536,[2680,5129,7751,16101,17222,19013,20175,22091,25077,30535,36449,37839,43770,44863,46257,56168,59677,62578],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0])","(65536,[2680,5129,7751,16101,17222,19013,20175,22091,25077,30535,36449,37839,43770,44863,46257,56168,59677,62578],[5.58724865840025,0.0,5.58724865840025,0.0,1.5182219041624387,3.2123429038265776,4.57564774672177,6.057252287645985,4.003128553950439,2.3388140312905046,1.325810382936343,0.0,5.775133413937112,5.720780051024772,1.0492872221056082,1.3210538392514897,0.0,2.887566706968556])",0.0,"[-375.75294505488176,-491.4964652267688,-464.39740700159473,-571.7633925055671,-571.3215937323805,-572.1398841648233,-569.9476878721429,-570.9884634855788,-572.1418076561179,-571.6775959341637,-569.5953376004865,-572.145428712631,-572.1476997697907,-560.4087569640845,-572.1398841648233,-572.1453653335428]","[1.0,5.410381299150793e-51,3.178332474136327e-39,7.477290896734356e-86,1.1630946179210621e-85,5.131401853009915e-86,4.5950980189439177e-85,1.6228996777848516e-85,5.121541132761986e-86,8.147141407707932e-86,6.536098049438024e-85,5.1030292793470776e-86,5.09145315815772e-86,6.382632458554852e-81,5.131401853009915e-86,5.1033527149390066e-86]",0.0
1066,679277793675472898,valor_ri,"Bradesco publica ata sumária da assembleia geral extraordinária realizada dia 17 de Dezembro, às 16h00. https://t.co/b0rv8oijyE",0,"['bradesco', 'publica', 'ata', 'sumária', 'da', 'assembleia', 'geral', 'extraordinária', 'realizada', 'dia', '17', 'de', 'dezembro,', 'às', '16h00.', 'https://t.co/b0rv8oijye']","['bradesco', 'publica', 'ata', 'sumária', 'da', 'assembleia', 'geral', 'extraordinária', 'realizada', 'dia', '17', 'de', 'dezembro,', 'às', '16h00.', 'https://t.co/b0rv8oijye']","(65536,[8462,16698,17716,22457,28415,36449,40049,41112,46257,47558,50658,51746,52663,56168,58496,64358],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(65536,[8462,16698,17716,22457,28415,36449,40049,41112,46257,47558,50658,51746,52663,56168,58496,64358],[1.6903392907821515,6.057252287645985,4.083171261623976,2.732216266949394,2.6968769005040847,0.44193679431211436,1.7586072619111544,3.905490084386523,1.0492872221056082,2.014201019811435,0.0,2.7540353143440335,2.03547841825872,1.3210538392514897,2.8791984572980396,4.77631844218392])",0.0,"[-254.81074597169135,-415.199901225873,-423.1933989732073,-452.37987734858604,-452.49946516116216,-452.76248900726233,-452.5217500435739,-451.60361991286294,-452.7640062036187,-452.61884133754353,-451.61074457502116,-452.76686239213575,-452.7686537387658,-451.87918897048894,-452.76248900726233,-452.76681240047657]","[1.0,2.2073688826005936e-70,7.453203053370197e-74,1.573317772614798e-86,1.3959829740368235e-86,1.073125009923553e-86,1.3652177307251871e-86,3.419328053946134e-86,1.071498103049248e-86,1.23889844207951e-86,3.395053074950483e-86,1.0684420688537044e-86,1.0665298320051211e-86,2.5957487189689026e-86,1.073125009923553e-86,1.0684954833805956e-86]",0.0
1067,679376208191217664,valor_ri,Multiplan publica fato relevante referente à declaração de juros sobre o capital próprio. https://t.co/cliPzm5jXR,0,"['multiplan', 'publica', 'fato', 'relevante', 'referente', 'à', 'declaração', 'de', 'juros', 'sobre', 'o', 'capital', 'próprio.', 'https://t.co/clipzm5jxr']","['multiplan', 'publica', 'fato', 'relevante', 'referente', 'à', 'declaração', 'de', 'juros', 'sobre', 'o', 'capital', 'próprio.', 'https://t.co/clipzm5jxr']","(65536,[10570,10874,15039,15363,30535,36449,40729,43770,48465,52744,53600,56168,62578,64780],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(65536,[10570,10874,15039,15363,30535,36449,40729,43770,48465,52744,53600,56168,62578,64780],[5.720780051024772,4.370853334075757,4.57564774672177,0.0,2.3388140312905046,0.44193679431211436,3.5078071167204135,2.887566706968556,4.140329675463924,5.36410510708604,2.8626691553468286,1.3210538392514897,2.887566706968556,3.977810745966149])",0.0,"[-303.90527588593795,-428.82723297809997,-425.5101758674855,-493.5222395967447,-499.09711205040185,-499.35837274706495,-493.66581601103127,-494.1070002250421,-499.3600485301594,-499.2166165352972,-499.39696347097157,-499.36320326514885,-495.49668974318973,-499.2311994380902,-499.35837274706495,-499.3631480480526]","[1.0,5.585774078728957e-55,1.5405044799073017e-53,4.470941476992346e-83,1.695362767454479e-85,1.3055651907385599e-85,3.872973636113439e-83,2.491384000110639e-83,1.3033791788156764e-85,1.504397152956686e-85,1.2561422518312683e-85,1.29927384194551e-85,6.207349257956e-84,1.4826178641050147e-85,1.3055651907385599e-85,1.2993455860550238e-85]",0.0
1068,679391339772014596,valor_ri,Inepar Comunicações publica fato relevante referente à esclarecimento sobre liminar do Santander. https://t.co/KugZQ5ny3j,0,"['inepar', 'comunicações', 'publica', 'fato', 'relevante', 'referente', 'à', 'esclarecimento', 'sobre', 'liminar', 'do', 'santander.', 'https://t.co/kugzq5ny3j']","['inepar', 'comunicações', 'publica', 'fato', 'relevante', 'referente', 'à', 'esclarecimento', 'sobre', 'liminar', 'santander.', 'https://t.co/kugzq5ny3j']","(65536,[4748,9949,10874,11257,24837,30535,34302,40729,41088,43770,56168,62578],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(65536,[4748,9949,10874,11257,24837,30535,34302,40729,41088,43770,56168,62578],[0.0,0.0,4.370853334075757,0.0,0.0,2.3388140312905046,0.0,3.5078071167204135,0.0,2.887566706968556,1.3210538392514897,2.887566706968556])",0.0,"[-105.84800051643126,-175.64522987104806,-172.03484267439947,-198.59957273198842,-199.00245969487062,-198.99519402030248,-199.0120586119727,-193.7250806834932,-198.99584753248098,-199.0029884350259,-199.01024340714352,-198.99707779774766,-198.99784939651516,-199.00867539093608,-198.99519402030248,-198.99705626450447]","[1.0,4.869097142378542e-31,1.800610076486262e-29,5.230027819081421e-41,3.495685991228056e-41,3.52117700058278e-41,3.4622917220041186e-41,6.846506072271011e-39,3.5188766202753814e-41,3.493838170225843e-41,3.468582198182024e-41,3.5145501305024523e-41,3.511839353903873e-41,3.474025257573068e-41,3.52117700058278e-41,3.514625810979968e-41]",0.0
1069,679700667380928516,valor_ri,Sabesp publica fato relevante sobre prorrogação do programa de bônus e ônus. https://t.co/NXwCQEDYrx,0,"['sabesp', 'publica', 'fato', 'relevante', 'sobre', 'prorrogação', 'do', 'programa', 'de', 'bônus', 'e', 'ônus.', 'https://t.co/nxwcqedyrx']","['sabesp', 'publica', 'fato', 'relevante', 'sobre', 'prorrogação', 'programa', 'de', 'bônus', 'e', 'ônus.', 'https://t.co/nxwcqedyrx']","(65536,[12262,16184,17222,19395,28130,30535,36449,39914,43770,54518,56168,62578],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(65536,[12262,16184,17222,19395,28130,30535,36449,39914,43770,54518,56168,62578],[5.36410510708604,4.531195984150935,1.5182219041624387,0.0,0.0,2.3388140312905046,0.44193679431211436,0.0,2.887566706968556,5.36410510708604,1.3210538392514897,2.887566706968556])",0.0,"[-189.9233579423443,-245.1316532262531,-245.3920141828657,-302.19882886735945,-302.32043302972136,-302.5891393103141,-300.93305218091757,-302.60758346853186,-302.5901453992558,-302.43939568203575,-301.21014951757917,-302.59203940570416,-302.59322729020425,-302.4481508110775,-302.5891393103141,-302.5920062550475]","[1.0,1.0552175434022744e-24,8.133335291016312e-25,1.7353317954622107e-49,1.5366342448644566e-49,1.1745536331480785e-49,6.153218745355502e-49,1.1530885413859895e-49,1.1733725219774479e-49,1.3642868215124235e-49,4.664021139278922e-49,1.1711522501228149e-49,1.169761882479218e-49,1.3523944499287532e-49,1.1745536331480785e-49,1.1711910752324603e-49]",0.0
1070,683996424774795264,valor_ri,Santander publica aviso aos acionistas sobre distribuição de dividendos intercales e  juros sobre o capital próprio. https://t.co/bjPi3nsOve,0,"['santander', 'publica', 'aviso', 'aos', 'acionistas', 'sobre', 'distribuição', 'de', 'dividendos', 'intercales', 'e', '', 'juros', 'sobre', 'o', 'capital', 'próprio.', 'https://t.co/bjpi3nsove']","['santander', 'publica', 'aviso', 'aos', 'acionistas', 'sobre', 'distribuição', 'de', 'dividendos', 'intercales', 'e', '', 'juros', 'sobre', 'o', 'capital', 'próprio.', 'https://t.co/bjpi3nsove']","(65536,[4248,5034,15039,17222,20848,30535,36449,47884,48465,52572,53600,54974,56168,62256,62673,64199,64780],[1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(65536,[4248,5034,15039,17222,20848,30535,36449,47884,48465,52572,53600,54974,56168,62256,62673,64199,64780],[3.589152756174366,3.6593570148476147,4.57564774672177,1.5182219041624387,3.1340907069268296,4.677628062581009,0.44193679431211436,4.6709579265260945,4.140329675463924,1.4441139320087168,2.8626691553468286,3.623638932245535,1.3210538392514897,0.0,0.0,4.958639998977875,3.977810745966149])",0.0,"[-318.8549284568092,-419.3759013917701,-473.13099758338234,-540.0853542311049,-545.6596015224851,-545.9191003999883,-538.8284745955917,-545.9527268510293,-545.9209346501689,-545.7792342190871,-539.0107310326667,-545.9243877063807,-542.0580612857677,-545.7951961249983,-545.9191003999883,-545.9243272677897]","[1.0,2.2095108512974805e-44,9.971362125130724e-68,8.333872600169567e-97,3.1621467263616664e-99,2.439400380069256e-99,2.9288878823698773e-96,2.358735834545369e-99,2.434930010623065e-99,2.8056028737460357e-99,2.4408988474465137e-96,2.4265365602924684e-99,1.1590737461622885e-97,2.7611756197451186e-99,2.439400380069256e-99,2.42668322117497e-99]",0.0
1071,684072196474548224,valor_ri,BRF publica aviso aos acionistas sobre recompra de ações da companhia. https://t.co/id7nJ5fSRK,0,"['brf', 'publica', 'aviso', 'aos', 'acionistas', 'sobre', 'recompra', 'de', 'ações', 'da', 'companhia.', 'https://t.co/id7nj5fsrk']","['brf', 'publica', 'aviso', 'aos', 'acionistas', 'sobre', 'recompra', 'de', 'ações', 'da', 'companhia.', 'https://t.co/id7nj5fsrk']","(65536,[4248,4469,5034,24833,29068,30535,34070,36449,42127,46257,54974,56168],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(65536,[4248,4469,5034,24833,29068,30535,34070,36449,42127,46257,54974,56168],[3.589152756174366,3.189353385601879,3.6593570148476147,3.6777061535158113,5.181783550292085,2.3388140312905046,0.0,0.44193679431211436,5.36410510708604,1.0492872221056082,3.623638932245535,1.3210538392514897])",0.0,"[-225.00079092569487,-309.1493364596999,-330.1241466429347,-377.4132860301038,-377.5338803536338,-377.79974072770204,-377.55241780742494,-376.63619441891393,-377.8010027921289,-377.6530501092313,-371.0936701345835,-377.80337868362676,-377.8048687971829,-376.91117754784506,-377.79974072770204,-377.80333709857126]","[1.0,2.8493842171420933e-37,2.21567824154991e-46,6.428274342075066e-67,5.6979804364431206e-67,4.36776496490447e-67,5.5933273848267075e-67,1.3982376810081021e-66,4.362256041157035e-67,5.0578528083574746e-67,3.570004094573764e-64,4.3519040965354996e-67,4.3454240944147505e-67,1.0620802824149242e-66,4.36776496490447e-67,4.3520850744718414e-67]",0.0
1072,684341827483398144,valor_ri,Raia Drogasil supera meta de abertura de lojas em 2015. https://t.co/9Vhpz7aXqL,1,"['raia', 'drogasil', 'supera', 'meta', 'de', 'abertura', 'de', 'lojas', 'em', '2015.', 'https://t.co/9vhpz7axql']","['raia', 'drogasil', 'supera', 'meta', 'de', 'abertura', 'de', 'lojas', 'em', '2015.', 'https://t.co/9vhpz7axql']","(65536,[3370,8106,15364,16941,28172,36449,44329,52693,52808,58033],[1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0])","(65536,[3370,8106,15364,16941,28172,36449,44329,52693,52808,58033],[5.87493073085203,5.36410510708604,5.87493073085203,5.469465622743866,4.299394370093611,0.8838735886242287,5.87493073085203,4.140329675463924,0.0,1.766792846497594])",1.0,"[-360.62287098953965,-325.9367715639612,-367.22452383875793,-445.20727225416096,-445.0470645032611,-445.59025160463244,-445.06899084161813,-445.6176181526422,-445.59174439064094,-445.2845695810759,-443.8265828364842,-443.79650927680865,-445.5963171510567,-445.2975600172034,-445.59025160463244,-445.5945054382725]","[8.630151520233197e-16,0.9999999999999991,1.1720793563936672e-18,1.5903023342613683e-52,1.8666248301281683e-52,1.0843110355444923e-52,1.826142024244538e-52,1.055039542226845e-52,1.0826935987456423e-52,1.4720070630688806e-52,6.32565485200014e-52,6.5187792241170605e-52,1.0777540027167715e-52,1.4530087149167462e-52,1.0843110355444923e-52,1.0797083532480919e-52]",1.0
1073,684404305122725888,valor_ri,Raia Drogasil publica fato relevante sobre modificação de projeções divulgadas. https://t.co/O2yQQd0FLB,0,"['raia', 'drogasil', 'publica', 'fato', 'relevante', 'sobre', 'modificação', 'de', 'projeções', 'divulgadas.', 'https://t.co/o2yqqd0flb']","['raia', 'drogasil', 'publica', 'fato', 'relevante', 'sobre', 'modificação', 'de', 'projeções', 'divulgadas.', 'https://t.co/o2yqqd0flb']","(65536,[9242,15364,29111,30535,36449,43770,43890,44329,51327,56168,62578],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(65536,[9242,15364,29111,30535,36449,43770,43890,44329,51327,56168,62578],[6.280395838960195,5.87493073085203,5.181783550292085,2.3388140312905046,0.44193679431211436,2.887566706968556,0.0,5.87493073085203,0.0,1.3210538392514897,2.887566706968556])",0.0,"[-262.153671346072,-309.722905043608,-321.52271179792774,-373.562408086381,-373.68305411228613,-373.94906019289914,-373.70139906845986,-373.9719567712374,-373.9503091517292,-373.80221326447725,-373.9778218062253,-373.9526603713677,-373.95413501120714,-373.81308188182476,-373.94906019289914,-373.952619218142]","[1.0,2.192523701216906e-21,1.645710105238297e-26,4.128577086105828e-49,3.659354590588639e-49,2.804655485551121e-49,3.592835897744574e-49,2.7411680674353947e-49,2.801154772895257e-49,3.2482865382179253e-49,2.725138074996246e-49,2.7945763794372305e-49,2.7904584227714523e-49,3.2131733165346055e-49,2.804655485551121e-49,2.7946913876361975e-49]",0.0
1074,685491430773633025,valor_ri,"Qualicorp publica ata de reunião do conselho de administração realizada dia 15 de Dezembro, às 10h00. https://t.co/MwCM2J8VaD",0,"['qualicorp', 'publica', 'ata', 'de', 'reunião', 'do', 'conselho', 'de', 'administração', 'realizada', 'dia', '15', 'de', 'dezembro,', 'às', '10h00.', 'https://t.co/mwcm2j8vad']","['qualicorp', 'publica', 'ata', 'de', 'reunião', 'conselho', 'de', 'administração', 'realizada', 'dia', '15', 'de', 'dezembro,', 'às', '10h00.', 'https://t.co/mwcm2j8vad']","(65536,[2598,8462,9647,18454,34240,36449,40049,41112,47558,49704,51852,52663,56168,57134],[1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(65536,[2598,8462,9647,18454,34240,36449,40049,41112,47558,49704,51852,52663,56168,57134],[0.0,1.6903392907821515,4.531195984150935,1.9236870122706031,2.2071046859359265,1.325810382936343,1.7586072619111544,3.905490084386523,2.014201019811435,4.83347685602387,1.9463784234726738,2.03547841825872,1.3210538392514897,3.3359568597937543])",0.0,"[-197.52913633105032,-331.7190066650872,-345.90470422661826,-370.67656299524657,-370.2374640393121,-371.0633630398637,-370.25566473791315,-371.08607956844975,-371.0646021773691,-370.59291254777384,-371.09189848309256,-371.06693490793447,-371.0683979517819,-370.6036956985582,-371.0633630398637,-371.0668940783216]","[1.0,5.273267306025895e-59,3.6417456797876523e-65,6.353719588307471e-76,9.856581052913189e-76,4.3156172367093284e-76,9.678807104462924e-76,4.218686527313793e-76,4.310272905396796e-76,6.908073850641816e-76,4.194209634047994e-76,4.3002299183909733e-76,4.293943093537989e-76,6.833983231752346e-76,4.3156172367093284e-76,4.300405498698273e-76]",0.0
1075,686548340918628352,valor_ri,"Bradesco publica ata da reunião extraordinária nº 2.429 do conselho de administração realizada dia 03 de Novembro, às 09h00....",0,"['bradesco', 'publica', 'ata', 'da', 'reunião', 'extraordinária', 'nº', '2.429', 'do', 'conselho', 'de', 'administração', 'realizada', 'dia', '03', 'de', 'novembro,', 'às', '09h00....']","['bradesco', 'publica', 'ata', 'da', 'reunião', 'extraordinária', 'nº', '2.429', 'conselho', 'de', 'administração', 'realizada', 'dia', '03', 'de', 'novembro,', 'às', '09h00....']","(65536,[8462,12674,13585,18454,27467,28415,34240,36449,40049,44447,46257,47558,50246,51852,52663,56168,58496],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(65536,[8462,12674,13585,18454,27467,28415,34240,36449,40049,44447,46257,47558,50246,51852,52663,56168,58496],[1.6903392907821515,0.0,3.9531181333757774,1.9236870122706031,5.268794927281715,2.6968769005040847,2.2071046859359265,0.8838735886242287,1.7586072619111544,0.0,1.0492872221056082,2.014201019811435,6.280395838960195,1.9463784234726738,2.03547841825872,1.3210538392514897,2.8791984572980396])",0.0,"[-239.69477980201407,-393.6431049725217,-404.2865841658386,-427.01418300037676,-426.8542195121984,-427.39809498962626,-426.8752364147366,-426.23764331305927,-427.399525859548,-427.09167449527547,-426.24436259151145,-427.40221953477527,-427.4039089561884,-426.3512709033109,-427.39809498962626,-427.40217238757435]","[1.0,1.383859119981458e-67,3.3013198126600644e-72,4.448533214610667e-82,5.220211484403378e-82,3.030302464781702e-82,5.1116436841083586e-82,9.670829769961707e-82,3.0259695967555266e-82,4.1168278696158854e-82,9.606066596436134e-82,3.01782958560944e-82,3.012735503923313e-82,8.632088877766142e-82,3.030302464781702e-82,3.017971871181402e-82]",0.0
1076,686639196942020609,valor_ri,"BR Malls cancela realização da assembleia geral extraordinária do dia 03 de Fevereiro, às 15h00. https://t.co/7oIElNzcp6",0,"['br', 'malls', 'cancela', 'realização', 'da', 'assembleia', 'geral', 'extraordinária', 'do', 'dia', '03', 'de', 'fevereiro,', 'às', '15h00.', 'https://t.co/7oielnzcp6']","['br', 'malls', 'cancela', 'realização', 'da', 'assembleia', 'geral', 'extraordinária', 'dia', '03', 'de', 'fevereiro,', 'às', '15h00.', 'https://t.co/7oielnzcp6']","(65536,[8462,8923,14361,22457,24002,27467,28415,36449,40049,46257,51746,53187,57923,61462,61597],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(65536,[8462,8923,14361,22457,24002,27467,28415,36449,40049,46257,51746,53187,57923,61462,61597],[1.6903392907821515,0.0,6.057252287645985,2.732216266949394,3.816542598370027,5.268794927281715,2.6968769005040847,0.44193679431211436,1.7586072619111544,1.0492872221056082,2.7540353143440335,4.57564774672177,6.057252287645985,4.6709579265260945,4.111342138590672])",0.0,"[-336.12710343527846,-501.97766190012595,-489.55762879149245,-535.4023834015269,-535.5208565434172,-535.7807390480709,-535.5472915533704,-534.62704978182,-535.7825387928503,-535.640461322573,-534.6355012742528,-535.7859268911352,-535.7880518413648,-534.9032677320762,-535.7807390480709,-535.7858675894981]","[1.0,9.376000852120763e-73,2.322573584192784e-67,2.8565743415260077e-87,2.537425494956322e-87,1.956715843244084e-87,2.471227454610616e-87,6.2025267164368915e-87,1.9531974212009559e-87,2.2513841462574343e-87,6.15032700228208e-87,1.9465909942997334e-87,1.9424589770398127e-87,4.70553179219485e-87,1.956715843244084e-87,1.9467064337552334e-87]",0.0
